;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
407;You Lucky Dog;Jack Morgan is a dog therapist, once famous for being able to read his dog's mind. Although Jack cannot read the minds of other dogs, he still operates a canine mind-reading business, without divulging his inability to customers. Mr. Mooney and his wife bring their dog to see Jack. Dissatisfied with Jack's inability to read his dog's mind, Mr. Mooney, who is a friend of the city mayor, threatens to have his business closed down. After the Mooneys leave, a wealthy man named Clyde Windsor brings his dog, Lucky, to see Jack, who is stunned by his ability to read the dog's mind. He seems worried by this fact and ends the session early. Before Windsor leaves, Jack informs him that Lucky is bothered by three individuals that live with him.;1998;Unknown;88;['fantasy', 'comedy', 'family'];['US'];4.6;675.0
408;Miracle in Lane 2;Young tween Justin Yoder, who's known for his outgoing demeanor and wit despite being confined to a wheelchair, dreams to be like his athletic older brother and propels himself into the world of soapbox derby racing. It's a field he's sure he has a chance in. Unfortunately, he finds that because of his condition, not everyone is eager to see him compete.;2000;G;89;['comedy', 'drama', 'family', 'sport'];['US'];6.0;2132.0
409;Phantom of the Megaplex;Pete Riley is a 17-year-old who lands a part-time job at a multiplex in his neighbourhood. He and his friends are excited when it's announced that the theatre will play host to the premier of a major motion picture, with a number of Hollywood celebrities in attendance. However, when the big night comes, Pete has to contend with disappearing staff, malfunctioning equipment, and a broken popcorn machine.;2000;G;89;['action', 'thriller', 'horror', 'comedy', 'family'];['CA', 'US'];6.3;3448.0
410;Pocahontas II: Journey to a New World;"When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over. He will stop at nothing to discredit the young princess.";1998;G;72;['romance'];['US'];Unknown;Unknown
411;Rip Girls;A teen-age girl and her father come to an island on Hawaii, they find a closer relationship to each other and think about changing the island. During her adventures, Sydney finds friends, a new hobby with her fantastic photography, and the truth about her mother.;2000;G;87;['romance', 'drama', 'family'];['AU', 'US'];5.9;1338.0
412;Trail Mix-Up;During a picnic, Baby Herman follows a beaver into a perilous sawmill - with Roger Rabbit in frantic pursuit.;1993;G;8;['animation'];['US'];Unknown;Unknown
413;Mom's Got a Date with a Vampire;The Hansen kids are in a jam. Adam and his best friend Duffy have gotten their hands on some tickets for the Headless Horseman concert, and his sister Chelsea has a date with her dreamy boyfriend Peter. The only problem is they're both grounded. Chelsea and Adam will do whatever it takes to get their mom Lynette out of the house, even if it includes a chance meeting with a very mysterious man. Everything seems to go according to plan until their little brother Taylor realizes that this stranger might be a vampire.;2000;Unknown;85;['fantasy', 'horror', 'comedy', 'family'];['US', 'CA'];5.8;4259.0
414;Ready to Run;A 14-year-old girl who works at a racetrack trains a talking racehorse with issues, transforming him into a winner.;2000;Unknown;88;['family', 'sport'];['NZ', 'US'];5.4;352.0
415;Whispers: An Elephant's Tale;A nameless baby elephant-steer was just getting used to life in the herd, when poachers kill his mother, so he runs and gets lost. He's found by a grouchy female, Groove, the sister of an alpha-female, who walks off disgusted with life in her herd. Not exactly wholehearted, she still takes the orphan under her wing, 'til we find your herd', but fails to find his herd, or a new home with males—who find him disrespectful and mouthy—or her own herd, which nicknames the kid Whispers since his trumpeting is so weak. Meanwhile the fear of poachers and (in the movie) lions drives them north over the great river, a long and dangerous journey...;2000;G;72;['family', 'drama'];['US'];5.0;359.0
416;The Ultimate Christmas Present;A girl steals a weather machine from Santa Claus, to make a snow day. The machine breaks, and causes an out of control snowstorm.;2000;G;85;['comedy', 'family'];['CA', 'US'];5.7;1722.0
417;Stepsister from Planet Weird;Megan's world is turned upside down when she hears her calm life with her little brother and single mum is about to change. She hears she's soon to have a stepfather and a stepsister. Megan thinks they're a bit weird and is determined to stop the wedding. She discovers they're actually even stranger than she thought - they're from another planet.;2000;G;85;['scifi', 'family', 'comedy'];['US'];5.7;1539.0
418;Quints;A teenager goes to desperate lengths to get attention when her mother gives birth to quints.;2000;G;83;['drama', 'comedy', 'family'];['US', 'CA'];5.5;2427.0
419;Mark Twain and Me;"During the final years of his life, the famous writer Samuel ""Mark Twain"" Clemens is befriended by a young girl named Dorothy Quick.";1991;Unknown;93;['drama'];['CA', 'US'];6.9;168.0
420;Pirates of the Caribbean: The Curse of the Black Pearl;Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.;2003;PG-13;143;['fantasy', 'action'];['US'];8.0;1081867.0
421;Avatar;In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.;2009;PG-13;165;['fantasy', 'scifi', 'action'];['US', 'GB'];7.8;1193331.0
422;National Treasure;Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.;2004;PG;131;['thriller', 'action', 'western', 'family'];['US'];6.9;325293.0
423;Fantastic Mr. Fox;The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.;2009;PG;87;['animation', 'family', 'comedy', 'crime', 'drama'];['US'];7.9;224514.0
424;Night at the Museum;Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.;2006;PG;108;['comedy', 'fantasy', 'family'];['GB', 'US'];6.4;339256.0
425;Percy Jackson & the Olympians: The Lightning Thief;Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.;2010;PG;118;['fantasy', 'family'];['US'];5.8;186679.0
427;National Treasure: Book of Secrets;Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.;2007;PG;124;['thriller', 'action', 'family'];['US'];6.5;233013.0
428;Pirates of the Caribbean: Dead Man's Chest;Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.;2006;PG-13;151;['fantasy', 'action'];['US'];7.3;697579.0
429;Holes;Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.;2003;PG;118;['comedy', 'drama', 'family'];['US'];7.0;86438.0
431;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.;2005;PG;143;['fantasy', 'family', 'documentation'];['GB', 'US'];6.9;390458.0
432;Iron Man;After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.;2008;PG-13;125;['action', 'scifi'];['US'];7.9;1026464.0
433;Alice in Wonderland;Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.;2010;PG;109;['fantasy', 'family'];['US'];6.4;406781.0
434;WALL·E;WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.;2008;G;98;['scifi', 'family', 'fantasy', 'romance', 'animation'];['US'];8.4;1083424.0
