;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
334;Toradora!;"Ryūji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger."" One day, an embarrassing mistake causes the two students to cross paths. Ryūji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yūsaku Kitamura, who happens to be his best friend. But things only get crazier when Ryūji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.";2008;TV-14;['animation', 'comedy', 'drama', 'romance'];['JP'];2.0;8.0;14828.0
335;Big Time Rush;Four teenage friends move from Minneapolis to Los Angeles to form a potential chart-topping boy band after Kendall is inadvertently discovered by an eccentric record executive, Gustavo Rocque. As they seize this opportunity of a lifetime, these friends embark on an exciting comedy and music-filled journey to prove to themselves and their record label that they are serious about their new career choice.;2009;TV-G;['family', 'comedy'];['US'];4.0;6.3;12288.0
346;Midnight Diner;Set in a small restaurant in the corner of a shopping district. The unusual eatery is only open after midnight, and its standard menu consists of just a single choice. However, the customers still come for the amusing chatter and the proprietor's willingness to cook any dish that they request. This drama depicts the lives of the restaurant's patrons, including a yakuza, an unsuccessful actor, a group of office ladies, a newspaper delivery boy, and a stripper.;2009;TV-MA;['drama', 'comedy'];['JP'];5.0;8.6;2256.0
348;Pocoyo;"Pocoyo is a Spanish pre-school animated television series created by Guillermo García Carsí, Luis Gallego and David Cantolla, and is a co-production between Spanish producer Zinkia Entertainment, Cosgrove-Hall Films and Granada International. Two series have been produced, each consisting of 52 seven-minute episodes. English actor and comedian Stephen Fry narrates the English-language version and José María del Río narrates the Castilian Spanish version.

Set in a 3D space, with a plain white background and usually no backdrops, it is about Pocoyo, a 3-year-old boy, interacting with his friends Pato, Elly and Loula. Viewers are encouraged to recognise situations that Pocoyo is in, and things that are going on with or around him. The narrator usually speaks explicitly to the viewers and to the characters as well. Each character has its own distinctive dance and also a specific sound, and most episodes end with the characters dancing. Many episodes also involve parties.

In the United Kingdom, it was originally broadcast on CITV, a children's strand on the ITV network. In September 2007, Channel 5 acquired terrestrial rights in the United Kingdom to the first and second series, making it part of the Milkshake! strand. The show, however, will continue to air on the CITV Channel. Other broadcasters in the English speaking countries include RTÉ in the Republic of Ireland, Nick Jr. in the U.S. nationwide and local station KCET-TV as well as KLCS-TV channel 58-2 in Los Angeles and on Univision in LATAM Spanish, Treehouse TV in Canada, ABC in Australia and TVNZ in New Zealand.";2005;TV-G;['animation', 'family', 'comedy', 'european'];['GB', 'ES'];4.0;3.9;93.0
349;Total Drama Island;Reality TV meets animation in this parody in which twenty-two teens are sent to the most run-down and bug-infested summer camp known to reality TV producers. Split into teams, The Screaming Gophers take on The Killer Bass as they face challenges that get more insane each week.;2007;TV-PG;['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family'];['CA'];6.0;7.3;10886.0
350;Kath & Kim;"Kath & Kim is a character-driven Australian television situation comedy series. The series was created by, and is written by Jane Turner and Gina Riley who play the title characters: a suburban mother and daughter with a dysfunctional relationship. The series main characters consist of Kath Day-Knight, a cheerful 50-year-old woman, her self-indulgent daughter Kim Craig, Kath's boyfriend and second husband, the metrosexual Kel Knight, as well as Kim's estranged husband Brett Craig and her lonely, overweight ""second best friend"" Sharon Strzelecki. The series is set in the fictional suburb of Fountain Lakes in Melbourne. It is primarily filmed in Patterson Lakes.

The series was conceived by Turner and Riley in the early 1990s as a weekly segment of the Australian comedy series Fast Forward. The skit was then developed into a full-series. The first series of Kath & Kim premiered on ABC TV on 16 May 2002, with three further series following, while a television movie, entitled Da Kath and Kim Code, was broadcast nationally on 25 November 2005. Kath & Kim has garnered much critical acclaim since its debut, winning two Logie Awards, for ""Outstanding Comedy Programme"" and the ""Best Television Drama Series"" award at the Australian Film Institute Awards. In Australia, it has become a pop culture phenomenon, and is a success with audiences nationwide. Internationally, the series has spawned a cult fanbase, and in 2006 it was announced an American version of the series would be produced, to air on NBC. Riley and Turner served as executive producers on the US version. The American version was also picked up by Seven, which debuted the program on 12 October 2008, just three days after its debut in the United States.";2002;Unknown;['comedy'];['AU'];4.0;8.3;4261.0
360;Metallica: Some Kind of Monster;This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.;2004;TV-MA;['western'];['CA', 'US'];1.0;Unknown;Unknown
363;Ouran High School Host Club;"Ouran High is a school for the extremely wealthy or, in Haruhi's case, the extremely talented. But no amount of talent will help when Haruhi accidentally drops an eight million yen vase in a music room. The vase was the property of Ouran High School Host Club, a group of attractive young men who, for a fee, provide their time and affections for their lovesick clientele: the female students. Fascinated by this strange new specimen, a poor and clumsy commoner, they force Haruhi to work for them until the debt is repaid; but they get a lot more than they bargained for...";2006;TV-14;['comedy', 'drama', 'animation', 'romance'];['JP'];1.0;8.2;9929.0
364;Masha and the Bear;Masha is an energetic three-year-old who can’t seem to keep herself out of trouble. Bear is a warm, fatherly figure that does his best to guide his friend and keep her from harm, often ending up the unintended victim of her misadventures.;2009;TV-Y;['family', 'action', 'animation', 'comedy'];['RU'];5.0;7.5;3169.0
366;Mobile Suit Gundam Unicorn;"The series begins in U.C. 0001, at the very beginning of human space colonization, when a space colony called Laplace is destroyed during a ceremony hosted by the Federation's Prime Minister ushering in the Universal Century dating system. The main story takes place in UC 0096, sixteen years after the end of the One Year War, three years after the events of Mobile Suit Gundam: Char's Counterattack, and 27 years before Mobile Suit Gundam F91.

The story revolves around Banagher Links, a seemingly normal boy living and going to school in the space colonies. His life changes one day when he meets a girl named Audrey Burne, as the encounter brings him into contact with a new Gundam and its connections to an item called ""Laplace's Box.""";2010;TV-14;['scifi', 'animation', 'action', 'drama', 'war'];['JP'];2.0;7.8;1291.0
367;Wakfu;Follow Yogu and his friends Amalia, Evangelyne, Tristepin, Ruel and Az as they try to rescue the world of Wakfu from destruction.;2008;TV-Y7;['action', 'scifi', 'family', 'fantasy', 'animation', 'european'];['FR'];3.0;8.1;1497.0
370;Vampire Knight;Yuki Cross, along with her best friend Zero, attempts to keep the peace between humans and vampires at Cross Academy, but personal issues soon threaten the situation.;2008;TV-14;['animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance'];['JP'];2.0;7.3;5245.0
371;Boys Over Flowers;A working class girl winds up at an exclusive prep school. Unassuming high school girl Jan Di stands up to -- and eventually falls for -- a spoiled rich kid who belongs to the school's most powerful clique.;2009;TV-14;['comedy', 'drama', 'romance'];['KR'];1.0;7.9;11902.0
375;The Garfield Show;Your favorite lazy, fat cat is at it again. Garfield, Odie, Jon and the rest of the gang are back for more funny misadventures. Whether he's scarfing down lasagna or tricking Nermal the kitten, Garfield is guaranteed to crack you up. But remember: He hates Mondays!;2009;TV-G;['animation', 'comedy', 'family', 'european'];['US'];5.0;5.4;2578.0
376;Ben & Holly's Little Kingdom;The friendship between fairy princess Holly and Ben Elf in an enchanted magical kingdom of elves and fairies.;2009;TV-G;['animation', 'comedy', 'family', 'fantasy', 'european'];['GB'];3.0;7.4;1261.0
378;Code Lyoko;Code Lyoko centers on four children who travel to the virtual world of Lyoko to battle against a sentient artificial intelligence named XANA, with a virtual human called Aelita.;2003;TV-G;['action', 'animation', 'comedy', 'thriller', 'scifi', 'family', 'romance', 'fantasy'];['FR'];5.0;7.3;5165.0
379;DreamWorks Shrek's Swamp Stories;Shrek and his pals have a series of adventures.;2010;TV-PG;['comedy', 'family', 'fantasy', 'horror', 'music', 'animation', 'scifi'];['US'];1.0;6.5;346.0
381;The Game;When her boyfriend Derwin Davis is chosen as the new third-string wide receiver for the San Diego Sabers, Melanie Barnett decides to attend a local college so she can be with him. While Derwin worries about the plays on the field, Melanie adjusts to her new lifestyle. She gets a play-by-play account of the lives and relationships among NFL wives, girlfriends and mom/managers who use their best game to help their men stay on the field and on their arm.;2006;TV-14;['drama', 'comedy', 'romance', 'sport'];['US'];10.0;6.6;4449.0
382;Monty Python: Almost the Truth (The Lawyer's Cut);A 2009 television documentary series in six parts that covers 40 years of the surreal comedy group Monty Python, from Flying Circus to present day projects such as the musical Spamalot. The series highlights their childhood, schooling and university life, and pre-Python work. The series featured new interviews with surviving members John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin, alongside archive interview footage of Graham Chapman and interviews with several associates of the Pythons, including Carol Cleveland, Neil Innes and Chapman's partner David Sherlock, along with commentary from modern comedians.;2009;TV-MA;['comedy', 'documentation'];['US'];1.0;8.1;1768.0
