;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
93;Young Man with a Horn;Legendary trumpeter Art Hazzard teaches young Rick Martin everything he knows about playing, so Rick becomes a star musician, but a troubled marriage and the desire to play pure jazz instead of commercial swing songs cause him problems.;1950;Unknown;113;['music', 'romance', 'drama'];['US'];7.2;3414.0
94;I Married a Witch;Rocksford, New England, 1672. Puritan witch hunter Jonathan Wooley is cursed after burning a witch at the stake: his descendants will never find happiness in their marriages. At present, politician Wallace Wooley, who is running for state governor, is about to marry his sponsor's daughter.;1942;Unknown;74;['romance', 'fantasy', 'comedy'];['US'];7.1;8082.0
95;Stromboli;After the end of World War II Karen, a young displaced woman from Lithuania, marries Italian fisherman Antonio to get away from her internment camp. But the life on Antonio's island, Stromboli, threatened by its volcano, is a tough one and Karen cannot get used to it.;1950;Unknown;105;['drama', 'european'];['IT', 'US'];7.2;6982.0
96;Without Love;In World War II Washington DC, scientist Pat Jamieson's assistant, Jamie Rowan, enters a loveless marriage with him. Struggles bring them closer together.;1945;Unknown;111;['romance', 'comedy', 'european'];['US'];6.6;2357.0
97;Germany, Year Zero;In the ruins of Berlin, a twelve-year-old boy, Edmund Kohler, is left to his own devices in order to survive and to help his family do the same.;1948;Unknown;72;['drama', 'war', 'european'];['IT', 'XG', 'FR', 'DE'];7.8;12198.0
98;The Big House;Convicted of manslaughter for a drunken driving accident, Kent Marlowe is sent to prison, where he meets vicious incarcerated figures who are planning an escape from the brutal conditions.;1930;Unknown;87;['crime', 'drama', 'thriller'];['US'];7.1;2224.0
99;The Barkleys of Broadway;Josh and Dinah Barkley are a successful musical-comedy team, known for their stormy but passionate relationship. Dinah feels overshadowed by Josh and limited by the lighthearted musical roles he directs her in. So she decides to stretch her skills by taking a role in a serious drama, directed by another man.;1949;Unknown;109;['comedy', 'music', 'romance'];['US'];7.0;3152.0
100;Keeper of the Flame;Famed reporter Stephen O'Malley travels to a small town to investigate the death of a national hero.;1943;PG;100;['drama'];['US'];6.7;2721.0
101;A Day in the Country;The family of a Parisian shop-owner spends a day in the country. The daughter falls in love with a man at the inn, where they spend the day.;1946;Unknown;41;['drama', 'comedy'];['FR'];Unknown;Unknown
102;They Died with Their Boots On;The story follows General George Armstrong Custer's adventures from his West Point days to his death. He defies orders during the Civil War, trains the 7th Cavalry, appeases Chief Crazy Horse and later engages in bloody battle with the Sioux nation.;1941;Unknown;140;['romance', 'drama', 'war', 'western'];['US'];7.2;6299.0
103;Tea for Two;"In this reworking of ""No, No, Nanette,"" wealthy heiress Nanette Carter bets her uncle $25,000 that she can say ""no"" to everything for 48 hours. If she wins, she can invest the money in a Broadway show featuring songs written by her beau, and of course, in which she will star. Trouble is, she doesn't realize her uncle's been wiped out by the Stock Market crash.";1950;Unknown;98;['comedy', 'romance'];['US'];6.5;1955.0
104;Speedy;Speedy loses his job as a soda jerk, then spends the day with his girl at Coney Island. He then becomes a cab driver and delivers Babe Ruth to Yankee Stadium, where he stays to see the game. When the railroad tries to run the last horse-drawn trolley (operated by his girl's grandfather) out of business, Speedy organizes the neighborhood old-timers to thwart their scheme.;1928;Unknown;85;['comedy', 'action', 'family'];['US'];7.6;3713.0
105;Girl Crazy;Rich kid Danny Churchill has a taste for wine, women and song, but not for higher education. So his father ships him to an all-male college out West where there's not supposed to be a female for miles. But before Danny arrives, he spies a pair of legs extending out from under a stalled roadster. They belong to the Dean's granddaughter, Ginger Gray, who is more interested in keeping the financially strapped college open than falling for Danny's romantic line. At least at first...;1943;Unknown;99;['romance', 'comedy'];['US'];6.8;1909.0
106;My Dream Is Yours;Conceited singer Garry Mitchell refuses to renew his radio contract, so agent Doug Blake decides to find a new personality to replace Garry. In New York, he finds Martha Gibson, a single mother with a great voice. He arranges for her to move to Hollywood, but then has a problem trying to sell her to the show's sponsor. Doug tries every trick he can think of to make Martha a star, and as the two work more closely, he falls in love with her. Complicating matters further is when Martha meets and becomes attracted to Garry.;1949;Unknown;101;['romance', 'comedy', 'animation', 'music'];['US'];6.6;1418.0
107;Lassie Come Home;Hard times come for the Carraclough family and they are forced to sell their dog, Lassie, to the rich Duke of Rudling. Lassie, however, is unwilling to remain apart from young Carraclough son Joe and sets out on a long and dangerous journey to rejoin him.;1943;G;88;['drama', 'family'];['US'];7.1;5418.0
108;The 47 Ronin, Part 1;The first part of Kenji Mizoguchi's two-part epic 'The 47 Ronin'.;1941;Unknown;112;['action', 'drama', 'history'];['JP'];Unknown;Unknown
109;Carefree;Dr. Tony Flagg's friend Steven has problems in the relationship with his fiancée Amanda, so he persuades her to visit Tony. After some minor misunderstandings, she falls in love with him. When he tries to use hypnosis to strengthen her feelings for Steven, things get complicated.;1938;Unknown;83;['romance', 'comedy'];['US'];7.0;3850.0
110;3 Godfathers;Three outlaws on the run discover a dying woman and her baby. They swear to bring the infant to safety across the desert, even at the risk of their own lives.;1948;Unknown;102;['western', 'drama'];['US'];7.1;9467.0
111;The King of Kings;The King of Kings is the Greatest Story Ever Told as only Cecil B. DeMille could tell it. In 1927, working with one of the biggest budgets in Hollywood history, DeMille spun the life and Passion of Christ into a silent-era blockbuster. Featuring text drawn directly from the Bible, a cast of thousands, and the great showman’s singular cinematic bag of tricks, The King of Kings is at once spectacular and deeply reverent—part Gospel, part Technicolor epic.;1927;Unknown;155;['drama', 'family', 'history'];['US'];7.4;2132.0
112;The Four Feathers;A disgraced officer risks his life to help his childhood friends in battle.;1939;Unknown;115;['romance', 'war', 'drama'];['GB'];7.5;6026.0
113;The Son of Kong;Beleaguered adventurer Carl Denham returns to the island where he found King Kong.;1933;Unknown;70;['horror', 'family', 'scifi', 'fantasy', 'comedy'];['US'];5.6;4625.0
114;A Story of Floating Weeds;An aging actor returns to a small town with his troupe and reunites with his former lover and illegitimate son, a scenario that enrages his current mistress and results in heartbreak for all.;1934;Unknown;86;['drama'];['JP'];7.7;3107.0
115;Five Came Back;Twelve people are aboard Coast Air Line's flagship the Silver Queen enroute to South America when the airplane encounters a storm and is blown off course. Crashing into jungles known to be inhabited by head hunters, pilots Bill and Joe race against time to fix the engines and attempt a take off. The situation brings out the best and worst in the stranded dozen as they create a makeshift runway and prepare to escape before the natives attack. But damage to the plane and low fuel reserves means that only 5 people can be carried to safety.;1939;Unknown;75;['thriller', 'drama', 'romance'];['US'];7.1;2076.0
116;Fashions of 1934;When the Manhattan investment firm of Sherwood Nash goes broke, he joins forces with his partner Snap and fashion designer Lynn Mason to provide discount shops with cheap copies of Paris couture dresses.;1934;Unknown;78;['comedy', 'drama'];['US'];6.7;1693.0
117;A Woman of Paris: A Drama of Fate;When Marie St. Clair believes she has been jilted by her artist fiance Jean, she decides to leave for Paris on her own. After spending a year in the city as a mistress of the wealthy Pierre Revel, she is reunited with Jean by chance. This leaves her with the choice between a glamorous life in Paris, and the true love she left behind.;1923;Unknown;82;['romance', 'drama'];['US'];6.9;5457.0
118;People on Sunday;A semi-documentary experimental 1930 German silent film created by amateurs with a small budget. With authentic scenes of the metropolis city of Berlin, it's the first film from the later famous screenwriters/directors Billy Wilder and Fred Zinnemann.;1930;Unknown;74;['drama', 'european', 'comedy', 'romance'];['DE'];7.3;3104.0
119;One Foot in Heaven;Episodic look at the life of a minister and his family as they move from one parish to another.;1941;Unknown;108;['drama'];['US'];6.7;1291.0
120;The Impossible Voyage;Using every known means of transportation, several savants from the Geographic Society undertake a journey through the Alps to the Sun which finishes under the sea.;1904;Unknown;21;['fantasy', 'scifi'];['FR'];Unknown;Unknown
121;Rembrandt;This character study joins the painter at the height of his fame in 1642, when his adored wife suddenly dies and his work takes a dark, sardonic turn that offends his patrons. By 1656, he is bankrupt but consoles himself with the company of pretty maid Hendrickje, whom he's unable to marry. Their relationship brings ostracism but also some measure of happiness. The final scenes find him in his last year, 1669, physically enfeebled but his spirit undimmed.;1936;Unknown;85;['drama'];['GB'];7.1;1821.0
