;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
560;Zeke and Luther;Zeke and Luther want nothing more in the world than to become world-famous skateboarders. Together with their friends, skating rivals, and family, Zeke & Luther find themselves always busy getting into mischief.;2009;TV-Y7;['comedy', 'action', 'family', 'sport'];['US'];3.0;6.3;3413.0
572;The Book of Pooh;"The Book of Pooh is an American television series that aired on the Disney Channel. It is the third television series to feature the characters from the Disney franchise based on A. A. Milne's works; the other two were the live-action Welcome to Pooh Corner and the animated The New Adventures of Winnie the Pooh which ran from 1988-1991. It premiered on February 9, 2001, and completed its run on July 8, 2003. The show is produced by Shadow Projects, and Playhouse Disney. This is the first Pooh show where Jim Cummings voices Tigger filling in for the late Paul Winchell.

It was shown in U.K on a Channel 5 Block known as 'Milkshake!' as well as Playhouse Disney. It's run on Milkshake! ended around 2006 to 2007.";2001;TV-Y;['comedy', 'animation', 'western', 'family', 'fantasy'];['US'];3.0;6.3;490.0
577;Higglytown Heroes;Higglytown Heroes is a children's television series currently airing on the Disney Junior portion of the Disney Channel, or, on some cable networks, the Playhouse Disney channel. The theme song of the show, Here in Higglytown, is performed by They Might Be Giants. Higglytown Heroes returned to Disney Junior on its cable and satellite channel replacing SOAPnet on March 23, 2012.;2004;TV-Y;['animation', 'family'];['US'];3.0;4.8;539.0
584;The Replacements;Two orphans, Riley and little brother Todd, answer an ad for Fleemco Replacement People and order new parents, a spy mother and daredevil father. As Riley and Todd go on adventures (or misadventures as it were), they team up with Conrad Fleem to replace any adult in their lives that they don't like, but they don't get to choose the replacements and sometimes their good intentions don't work out as they planned;2007;TV-G;['animation', 'comedy', 'family', 'scifi'];['US'];3.0;5.8;2923.0
587;Pair of Kings;Brady and Boomer, 16-year-old fraternal twins, are typical teens being raised by relatives  in Chicago.  But when the Royal Secretary to the Throne of the Island of Kinkou, arrives to inform the boys of their lineage, their lives change drastically.  Now, Brady and Boomer must relocate and claim the throne as joint Kings of the island.;2010;TV-Y7;['action', 'scifi', 'comedy', 'family', 'fantasy'];['US'];3.0;5.9;4002.0
594;The Emperor's New School;It's about Kuzco, a self-centered and spoiled teen who must survive the trials of Incan public school and pass all of his classes so that he can officially become Emperor. His friend Malina keeps his attitude in check, while the evil Yzma (cleverly disguised as Principal Amzy) and her dim-witted sidekick Kronk are out to make sure Kuzco fails.;2006;TV-Y;['comedy', 'family', 'fantasy', 'animation'];['US', 'CA'];2.0;6.6;5662.0
595;Imagination Movers;"Imagination Movers is a Live-action Pre-school television series that premiered on September 6, 2008 on Disney Channel. The program was originally part of the Playhouse Disney daily block intended for preschoolers. On February 14, 2011, it was moved to the Disney Junior block, serving as Playhouse Disney's replacement.

The Imagination Movers TV series is based on the format and music of the New Orleans based music group Imagination Movers who both act and are co-executive-producers of the show.

On May 30, 2011, it was announced that the series will end after the remaining episodes of the third season have aired, though the band itself will continue and is open to doing other projects.

On November 28, 2011 the Movers ran an announcement on official Facebook page implying that they have been given the green light to air more new episodes of the show in 2012.";2008;TV-Y;['comedy', 'family'];['US'];3.0;7.2;794.0
597;Fish Hooks;This inventive animated comedy series, set inside a giant fish tank in Bud's Pet Shop, presents high school life as seen through the eyes of three BFFs (best fish friends), Bea, Milo and Oscar. Together they experience the typical life challenges and triumphs, including friendship, dating and sports, along with more atypical situations such as giant lobster attacks and, with the use of special land suits, school field trips to the hamster cages. The series was created by children's book illustrator Noah Z. Jones and features a notable voice cast. It's produced using an innovative mixture of digital animation and photo collage;2010;TV-G;['comedy', 'animation', 'family'];['US'];3.0;4.9;3540.0
598;Disney Channel Games;Disney Channel stars from around the globe come together to compete in the third annual Disney Channel Games.  Representing 15 countries, the stars are divided into four teams -- Comets, Cyclones, Lightning and Inferno.  A Team Captain is selected and each team competes in the action-packed, comedic games.  Although the games are colorful, larger-than-life and great fun, the competition is real and the competitors are determined to win the Disney Channel Games Cup.  Includes concert performances by pop sensations Miley Cyrus, Jonas Brothers, The Cheetah Girls, Demi Lovato and Jordan Pruitt.;2008;TV-G;['reality', 'family'];['US'];1.0;6.5;176.0
599;Phil of the Future;Meet the Diffy family, a futuristic family from the year 2121. When the eccentric dad, Lloyd, rents a time machine for their family vacation, everyone is excited. But then something goes wrong. Their time machine malfunctions and they are thrown out of the space/time continuum in the year 2004.;2004;TV-PG;['scifi', 'comedy', 'family'];['US'];2.0;7.0;7519.0
613;My Friends Tigger & Pooh;Pooh, Tigger, and friends from the Hundred Acre Wood welcome new neighbors — an adorable six-year-old girl named Darby and her puppy, Buster. With the help of adventurous super sleuths Tigger and Pooh, every episode revolves around the solving of a mystery and an interactive curriculum that encourages viewers to help them out.;2007;TV-Y;['action', 'animation', 'family'];['US'];3.0;5.8;448.0
617;JONAS L.A.;The show follows the Jonas Brothers through fun and unusual situations as they try to live ordinary lives.;2009;TV-G;['comedy', 'family', 'music', 'reality'];['US'];2.0;4.6;6030.0
623;Great Migrations;Great Migrations is a seven-episode nature documentary television miniseries that airs on the National Geographic Channel, featuring the great migrations of animals across the globe. The seven-part show is the largest programming event in the ten-year history of the channel and is part of the largest cross-platform initiative since the founding of the National Geographic Society. It was filmed in HD, and premiered on November 7, 2010 with accompanying coverage in the National Geographic magazine and an official companion book.;2010;TV-PG;['documentation'];['US'];1.0;8.1;815.0
630;Wild Russia;Through unprecedented access we showcase the spectacle that is Wild Russia. From east to west, via mountains, volcanoes, deserts, lakes and Arctic ice, this breathtaking six-part series uses stunning cinematography to chart the dazzling natural wonders of this vast country.;2008;TV-PG;['documentation', 'european'];['DE'];1.0;8.4;626.0
690;Take Two with Phineas and Ferb;Take Two with Phineas and Ferb is a spin-off series from Phineas and Ferb that premiered on Disney Channel on December 3, 2010. The series revolves around Phineas and Ferb interviewing celebrities. The show's aforementioned premise bears similarities to that of Cartoon Network's late-night animated talk show Space Ghost Coast to Coast on Adult Swim. The show ran for one season, and was not picked up for a second.;2010;TV-G;['comedy', 'family', 'animation'];['US'];2.0;6.4;337.0
720;Once Upon a Time;"There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.

Emma Swan is a 28-year-old bail bonds collector who has been supporting herself since she was abandoned as a baby. Things change for her when her son Henry, whom she abandoned years ago, finds her and asks for her help explaining that she is from a different world where she is Snow White's missing daughter.";2011;TV-PG;['scifi', 'drama', 'fantasy', 'romance'];['US'];7.0;7.7;220345.0
721;Gravity Falls;Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.;2012;TV-Y7;['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'action', 'horror'];['US'];2.0;8.3;2125.0
734;Brain Games;"Get ready to have your mind messed with! ""Brain Games"" is a groundbreaking series that uses interactive experiments, misdirection and tricks to demonstrate how our brains create the illusion of seamless reality through our memory, through our sensory perception, and how we focus our attention.";2011;TV-PG;['documentation', 'comedy', 'drama', 'reality', 'family'];['US'];8.0;8.3;3258.0
735;Wicked Tuna;Fishing is a hard life, and harder with bluefin stocks depleted. In Gloucester, Massachusetts, there's a special breed of fishermen. For generations they've used rod and reel to catch the elusive bluefin tuna. They depend on these fish for their livelihood, and the competition is brutal. Over the next 10 weeks, the most skilled fishermen will set out in the frigid waters of the North Atlantic in hopes of catching the valuable bluefin tuna. When one bluefin can bring in as much as $20,000—they'll do whatever it takes to hook up.;2012;TV-14;['reality', 'action'];['US'];11.0;6.4;926.0
738;TRON: Uprising;Taking place some time between 'Tron' and 'Tron: Legacy', 'Tron: Uprising' tells the story of Beck, a young program who becomes the skillful leader of a revolution inside the computer world of The Grid.;2012;TV-Y7;['action', 'animation', 'scifi', 'family'];['US'];2.0;8.2;8201.0
740;Marvel's Ultimate Spider-Man;While being trained by S.H.I.E.L.D., Spider-Man battles evil with a new team of teen colleagues.;2012;TV-Y7;['action', 'animation', 'comedy', 'family', 'scifi'];['US'];4.0;7.1;12074.0
741;The Incredible Dr. Pol;Set in Central Michigan's farm country, this reality series follows the work done at Pol Veterinary Services. Specializing in large farm animals, Dr. Pol treats horses, pigs, cows, sheep, alpacas, goats, chickens and even an occasional reindeer. The program also features Dr. Brenda Grettenberger, who has worked with Dr. Pol since 1992.;2011;TV-PG;['reality', 'documentation'];['US'];20.0;8.6;1634.0
744;Doc McStuffins;A young African-American girl aspires to be a doctor like her mom.;2012;TV-G;['animation', 'family', 'fantasy', 'music'];['US'];6.0;6.6;2358.0
745;Jessie;An idealistic teen from rural Texas embarks on the adventure of a lifetime when she decides to leave behind starry nights for big city lights. Thrilled to be on her own and determined not to be intimidated by New York City, she accepts a job as nanny for a high-profile couple with four kids. Helping to keep her moral compass in check are Bertram, the family's butler, and Tony, the building's 20-year-old doorman.;2011;TV-G;['comedy', 'family', 'drama'];['US'];4.0;5.9;15400.0
748;Austin & Ally;A comedy about the unique relationship between a young songwriter, Ally Dawson, and Austin Moon, the overnight internet sensation who gains sudden notoriety after performing one of Ally's songs. Austin and Ally struggle with how to maintain and capitalize on Austin's newfound fame. Austin is more of a rebel type who doesn't follow the rules and is somewhat immature for his age, while Ally is conservative yet self-conscious.;2011;TV-G;['family', 'music', 'romance', 'comedy', 'drama'];['US'];4.0;5.8;11336.0
749;UFO Missione Europa;Are we finally a step closer to understanding the great unknown and what it may – or may not – hold? Man has always been curious about what is really out there in the vastness of space, and UFO sightings have been reported for years. Now, with video footage of sightings, radar evidence and eyewitness accounts from around the world, UFOs: The Untold Stories (Tuesdays at 8pm from 13th November) provides an in-depth look at the fascinating and disturbing aspects of encounters with the unexplained.;2012;TV-PG;['scifi', 'documentation', 'reality'];['US'];1.0;6.3;19.0
751;Lab Rats;"Leo is an ordinary teenager who has moved into a high-tech ""smart'' house with his mother, inventor stepfather and Eddy, the computer that runs the house. Leo's life becomes less ordinary when, one day, he discovers a secret underground lab that houses three experiments: superhuman teenagers. The trio -- Adam, the strong one, Bree, the fast one and Chase, the smart one -- convinces Leo and his parents to let them leave their lab and join Leo at school, where they try to fit in while having to manage their unpredictable bionic strengths. As Leo figures out a way to keep his new pals' bionic abilities a secret, they help him build self-confidence.";2012;TV-Y7;['scifi', 'action', 'comedy', 'drama', 'family'];['US'];4.0;6.6;5937.0
753;Captain Jake and the Never Land Pirates;A crew of kid pirates - leader Jake and pals Izzy and Cubby - and their Never Land adventures as they work to outwit two infamous characters, the one and only Captain Hook and Smee.;2011;TV-Y;['action', 'animation', 'family', 'fantasy'];['US'];4.0;5.6;1694.0
758;Wild Scandinavia;Wildes Skandinavien.;2011;Unknown;['documentation'];['DE'];1.0;8.0;157.0
760;Dog with a Blog;Avery Jennings and Tyler James are step-siblings who are complete opposites. The family faces an even bigger adjustment when their new dog, Stan, can talk and also has a blog, unbeknownst to the family. Stan uses his blog to discuss the happenings in the Jennings-James household. Avery and Tyler later learn of Stan's talking ability and agree to keep it a secret from their parents.;2012;TV-G;['comedy', 'drama', 'family', 'fantasy'];['US'];4.0;4.9;6172.0
761;Kickin' It;"Kickin' It is an American martial arts inspired comedy television series, which debuted on June 13, 2011 on Disney XD. Created and executive produced by Jim O'Doherty, the series is rated TV-Y7 and follows the karate instructor at an under-performing martial arts academy, played by Jason Earles, and his five misfit students, played by Leo Howard, Dylan Riley Snyder, Mateo Arias, Olivia Holt and Alex Christian Jones.

On September 20, 2011, Disney XD announced the series had been renewed for a second season. The show's second season premiered on April 2, 2012. Disney XD announced on November 5, 2012 that the series had been renewed for a third season and would go into production in January 2013. The third season premiered on April 1, 2013. Alex Christian Jones is not a main cast member for the third season. In August 2013, Disney XD ordered a fourth season of the series, which is scheduled to air in 2014. Olivia Holt is leaving the fourth season cast to star in the Disney Channel series I Didn't Do It.";2011;TV-Y7;['action', 'comedy', 'drama', 'family'];['US'];4.0;6.4;5689.0
763;Randy Cunningham: 9th Grade Ninja;Randy Cunningham: 9th Grade Ninja is an American animated television series created by Jed Elinoff and Scott Thomas for Disney XD. It is produced by Titmouse, Inc. and Boulder Media Limited. Many of the character designs were supplied by Jhonen Vasquez, the creator of Invader Zim. The series premiered on September 17, 2012.;2012;TV-G;['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family'];['US'];2.0;6.7;1192.0
764;Crash & Bernstein;Wyatt Bernstein is a typical boy who lives n a household full of females. Wyatt desperately wishes for a brother he could do fun guy stuff with. When he is reluctantly taken to a Build-A-Bestie store by his family for his birthday, he creates a boy-filled version of a Bestie. Wyatt's dream finally comes true when his creation, Crash, comes to life.;2012;TV-PG;['comedy', 'family'];['US'];2.0;4.8;772.0
769;Minnie's Bow-Toons;Minnie Mouse has a passion for fashion, along with good friend Daisy Duck, of Minnie's Bow-tique, a specialty shop that sells only bows and bow ties.;2011;TV-Y;['animation'];['US'];6.0;6.3;106.0
771;Unlikely Animal Friends;The natural world is full of amazing stories, but sometimes animals act in ways that seemingly go against all their instincts. This heart-warming series examines the cases of animals that have struck up unusual relationships.;2012;TV-PG;['documentation'];['US'];5.0;7.5;103.0
777;A.N.T. Farm;Chyna Parks, an 11 year old musical prodigy, gets into a gifted program called Advanced Natural Talents at the local high school. Along with her fellow elementary school-aged 'ANTs', she must navigate the halls of a new school of older kids who are not particularly fond of grade-skipping newbies.;2011;TV-G;['comedy', 'drama', 'family'];['US'];3.0;5.1;6867.0
778;Violetta;A musically talented teenager returns to her native Buenos Aires with her father, Herman, after living in Europe for several years, navigating the trials and tribulations of growing up.;2012;TV-G;['drama', 'family', 'music', 'romance'];['AR'];3.0;5.0;2377.0
794;So Random!;"""So Random"" has the biggest cast, the biggest stars, and the biggest laughs on Disney Channel! Nothing is off limits in this all new musical sketch comedy. Each episode features original skits, songs and parodies with celebrity guest stars like Tony Hawk, Mitchel Musso and Selena Gomez!";2011;TV-G;['comedy', 'family'];['US'];1.0;4.7;2364.0
803;Secrets of Wild India;India is home to over a billion people with one fifth of the world's population on only 2% of the world's surface. Yet India still has a wild side, populated by giants, fierce predators, the rare and beautiful…all wrapped up in a land of extremes. 'Secrets of Wild India' celebrates the diversity and drama of India's extraordinary and varied landscapes. In this three-part series, each episode focus' on one iconic ecosystem, a snapshot of how life works in each unique environment.;2012;TV-PG;['documentation'];['GB'];1.0;8.0;156.0
810;Special Agent Oso: Three Healthy Steps;"Special Agent Oso: Three Healthy Steps is a short series that airs in the United States and the United Kingdom during the Disney Junior programming block. It encourages children to use ""three healthy steps"" regarding eating and exercising. Characters that are featured in the short series are Special Agent Oso, Paw Pilot, Special Agent Wolfie, Special Agent Dotty, and Professor Buffo. So far, fifteen episodes have aired:";2011;Unknown;['animation'];['US'];1.0;6.7;15.0
811;Fury Files;The mysterious Fury gives viewers top-secret access to S.H.I.E.L.D. intel on key Marvel heroes and villains by bringing together a mix of animation and motion comic art.;2012;TV-Y7;['animation', 'action', 'fantasy', 'scifi'];['US'];1.0;6.1;20.0
812;Birth of Europe;Crushed, flooded and exploded into life – Europe is a battlefield of Nature. Discover the extraordinary and shocking geological story of how Europe was created by nature’s most titanic forces.;2012;Unknown;['documentation'];['NL'];1.0;7.2;71.0
814;black-ish;A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.;2014;TV-14;['comedy', 'documentation'];['US'];8.0;7.1;22208.0
815;Cosmos;Famed astrophysicist Neil deGrasse Tyson provides clarity for the vision of the cosmos as he voyages across the universe with never-before-told stories that delve into the scientific concepts of the laws of gravity and the origins of space and time.;2014;TV-G;['documentation'];['US'];3.0;Unknown;Unknown
816;Marvel's Agents of S.H.I.E.L.D.;Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.;2013;TV-14;['scifi', 'action', 'drama', 'thriller'];['US'];7.0;7.5;213651.0
819;Cosmos: A Spacetime Odyssey;An exploration of our discovery of the laws of nature and coordinates in space and time.;2014;TV-PG;['documentation'];['FR', 'PT'];1.0;9.3;119455.0
821;Star Wars Rebels;Set between the events of Star Wars: Episodes III and IV, the story unfolds during a dark time when the evil Galactic Empire is tightening its grip of power on the galaxy. Imperial forces have occupied a remote planet and are ruining the lives of its people. The motley but clever crew of the starship Ghost — cowboy Jedi Kanan, ace pilot Hera, street-smart teenager Ezra, the “muscle” Zeb, warrior firebrand Sabine, and cantankerous old astromech droid Chopper — is among a select few who are brave enough to stand against the Empire. Together, they will face threatening new villains, encounter colorful adversaries, embark on thrilling adventures, and become heroes with the power to ignite a rebellion.;2014;TV-Y7;['action', 'scifi', 'drama', 'family', 'fantasy', 'animation'];['US'];4.0;8.0;40118.0
823;Life Below Zero;Viewers go deep into an Alaskan winter to meet six tough and resilient residents as they try to stay one step ahead of storms and man-eating beasts to make it through to spring. The closest neighbor to Sue Aikens is more than 300 miles away. Eric Salitan subsists solely on what he hunts and forages. Chip and Agnes Hailstone catch fish for currency in bartering for supplies, and Andy and Kate Bassich use their pack of sled dogs for transportation.;2013;TV-PG;['reality', 'documentation'];['US'];18.0;8.0;1894.0
831;Running Wild with Bear Grylls;The famed survivalist takes A-list celebrities on journeys into the wildest locations around the world, forcing the stars to push their bodies and minds to the limit to successfully complete the adventure of a lifetime.;2014;TV-PG;['reality', 'action', 'comedy'];['US'];6.0;7.6;2674.0
833;Marvel’s Hulk and the Agents of S.M.A.S.H;"Hulk and the Agents of S.M.A.S.H. is an American cartoon series based on the superhero character by Marvel Comics. The series aired on August 11, 2013 on Disney XD. The series aired alongside Avengers Assemble and Ultimate Spider-Man as part of Disney XD's ""Marvel Universe"" television block.";2013;TV-Y7;['action', 'scifi', 'animation', 'comedy', 'family'];['US'];2.0;6.0;3001.0
836;Girl Meets World;The adventures of relatable and adventurous Riley Matthews, the tween daughter of Cory and Topanga Matthews, and her bold best friend Maya as they traverse the twists and turns of teenage years at Manhattan's John Quincy Adams Middle School where Riley's dad is their History teacher.;2014;TV-G;['comedy', 'family', 'music', 'drama'];['US'];3.0;7.1;14448.0
838;Marvel's Avengers Assemble;The further adventures of the Marvel Universe's mightiest general membership superhero team. With an all-star roster consisting of Iron Man, Captain America, Thor, Hulk, Hawkeye, Falcon and, occasionally--when she feels like it and only when she feels like it--Black Widow, the Avengers are a team in the truest sense. The Avengers save the world from the biggest threats imaginable--threats no single super hero could withstand.;2013;TV-Y7;['action', 'scifi', 'animation', 'comedy', 'drama', 'family'];['US'];5.0;7.0;7388.0
840;Liv and Maddie;The exploits of identical twins Liv, a former television star back home in Wisconsin and in the process of adding movie star to her credits, as well as beginning to focus on her music career, and Maddie, an outstanding student and basketball phenomenon recovering from an injured knee. The series centers on the unbreakable bond the twins share though they have wildly different personalities. To complicate their teenage lives, both parents work at their high school and their younger brothers are always stirring up trouble.;2013;TV-G;['drama', 'comedy', 'family'];['US'];4.0;6.3;8117.0
843;Once Upon a Time in Wonderland;In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole. Thinking Alice insane, her doctors aim to make her forget everything. While Alice is ready to put it all behind her, she knows this world is real. In the nick of time, the Knave of Hearts and the White Rabbit save her from a doomed fate. Together, the trio tumble down the rabbit hole to Wonderland, where nothing is impossible.;2013;TV-PG;['scifi', 'drama', 'romance', 'fantasy'];['US'];1.0;6.9;12179.0
846;Dr. Oakley, Yukon Vet;"Spanning thousands of acres and incorporating hundreds of species of animals; Michelle Oakley’s veterinary practice is Yukon tough. There is no such thing as a typical day in Michelle’s practice. House calls can range from expelling dogs anal glands to getting chased down by the very large Arctic musk-ox. Accompanied by her teenage daughters and armed with humor as sharp as scalpel, Michelle deftly juggles being a full time Veterinarian, wife and doctor; taking us into unexplored and unexamined regions of the Yukon.";2014;TV-PG;['reality'];['US'];10.0;8.4;573.0
848;Science of Stupid;This show combines cold hard science with some of the craziest, most spectacular and painful user generated clips ever recorded. Richard Hammond introduces all manner of mishaps featuring brave, if misguided individuals from around the world and then explains the science behind their failure and humiliation with the use of bespoke animations and super slo-mo cinematography. Every episode features between 50 and 60 clips of misadventure – ordinary folk making extraordinary mistakes. Each week watch stunts involving weightlifting, shooting guns or jumping over cars, that have gone wrong, paused, re-wound, and re-played and analysed to determine exactly what went wrong and why. Richard explains the physics, chemistry and biology at play, then presents forensic details to explain the stupidity that resulted in failure. He’ll look at everything including weight, volume, momentum, combustion and even how the brain operates. This is misadventure explained. This is the Science of Stupid.;2014;Unknown;['documentation', 'comedy', 'reality'];['US'];8.0;6.8;754.0
849;Car S.O.S.;Meet car enthusiast and TV presenter Tim Shaw and master mechanic Fuzz Townshend as they join forces to rescue rusty classic vehicles from their garage prisons;2013;Unknown;['documentation', 'reality', 'european'];['GB'];10.0;8.1;705.0
851;Wander Over Yonder;The adventures of Wander, an eternally-optimistic intergalactic traveler and constant do-gooder, and his quick-tempered but loyal steed and best friend, Sylvia.  The friendliest face in outer space, Wander journeys across the galaxies to spread good cheer and to help anyone he can — much to his overly pragmatic stallion’s chagrin. Their fun-loving escapades often lead them to clash with the evil villain Lord Hater and his army of Watchdogs, who travel from planet to planet trying to make hate the order of the day. Together, the best friends travel through the cosmos, happening upon one freewheeling adventure after another and making new friends and foes.;2013;TV-Y7;['scifi', 'comedy', 'family', 'fantasy', 'animation'];['US'];2.0;7.2;4199.0
852;Mickey Mouse;In this series of cartoon shorts, Mickey Mouse finds himself in silly situations all around the world! From New York to Paris to Tokyo, Mickey experiences new adventures with his friends!;2013;TV-G;['fantasy', 'animation', 'comedy', 'family'];['US'];5.0;8.1;3073.0
854;Henry Hugglemonster;"Henry Hugglemonster is the story of a mischievous 5-year-old monster named Henry who loves adventures, discoveries, and being with his family. Each day brings new opportunities for Henry to explore his feelings and learn important life lessons about working with others, showing kindness, and getting along with siblings. Henry finds love and support from his parents, Daddo and Momma; and his brothers and sisters, Cobby , Summer, and Ivor.";2013;TV-Y;['music', 'animation', 'family', 'fantasy'];['US'];2.0;5.0;384.0
859;The Evermoor Chronicles;A young girl and her blended family move to the small cottage town of Evermoor. All is well until sinister things start to happen, magic tapestries, an enchanted typewriter. Only a few of the strange things found in the town of Evermoor.;2014;TV-PG;['action', 'family', 'fantasy'];['GB'];2.0;6.1;715.0
860;Wild Hawaii;Seven millions years ago Hawaii rose from the sea a volcanic wasteland, how these islands transformed themselves into paradise is a story that defies the odds and challenges our expectations. Nat Geo WILD takes us on an untamed journey to Hawaii, a place that through an alchemy of fire, ice and water has become an experiment in creation.;2014;Unknown;['documentation'];['US'];1.0;Unknown;Unknown
861;Sheriff Callie's Wild West;A kids' western centered on a kitty-cat sheriff whose job is to ensure that the town of Nice and Friendly Corners remains the friendliest town in the West.;2013;TV-Y;['western', 'animation', 'comedy', 'family', 'action'];['US', 'FR', 'KR'];2.0;6.3;667.0
864;Wicked Tuna: Outer Banks;The long, cold winter has just hit New England, and while the bluefin tuna season has come to an end in Gloucester, Mass., it’s just getting started in the Outer Banks of North Carolina. After a disappointing season, several of Gloucester’s top fishermen head south to try to salvage their finances by fishing for the elusive bluefin tuna in unfamiliar Carolina waters before the experienced locals beat them to the catch. It’s a whole new battlefield and the Northern captains must conquer new styles of fishing, treacherous waters and the wrath of the Outer Banks’ top fishermen. They’re gambling on what could be a massive payday … or a huge financial loss.;2014;TV-14;['reality'];['US'];8.0;6.0;134.0
870;Dr K's Exotic Animal ER;Follow Dr Susan Kelleher and staff as they treat all forms of exotic animals at her, hospital in Deerfield Beach, FL;2014;TV-PG;['reality'];['US'];9.0;8.1;372.0
872;The Great Christmas Light Fight;Four families will compete each week to transform their homes for the holidays in just 21 days.;2013;TV-PG;['reality'];['US'];9.0;6.4;253.0
874;When Sharks Attack;Terror-filled deep sea saga using underwater photography, gripping news archives & paralyzing testimony to investigate three mysterious and deadly recent shark attacks.;2013;TV-14;['documentation'];['US'];7.0;6.7;93.0
883;Kirby Buckets;This single-camera animation/live-action hybrid comedy revolves around  Kirby Buckets, a kid who dreams of being the biggest animator in the  world. His drawings take shape as he and his best friends, Fish and Eli,  go on outrageous adventures.;2014;TV-Y7;['action', 'family', 'animation', 'comedy'];['US'];3.0;4.9;512.0
887;I Didn't Do It;"Ultra-competitive fraternal twins Lindy and Logan Watson, together with their four best friends, navigate their freshman year of high school. Each episode begins with a comedic ""what just happened?"" situation as Lindy and Logan each spin their own vivid account of a certain occurrence or predicament. The series utilizes flashback scenes to tell the siblings' unique stories. ";2014;TV-G;['comedy', 'crime', 'history', 'drama', 'family'];['US'];2.0;7.5;14.0
890;Mighty Med;Mighty Med is a live-action comedy series starring popular Disney Channel stars Bradley Steven Perry and Jake Short, premieres as a special one-hour event, October 7 on Disney XD. The series is created by Jim Bernstein and Andy Schwartz, and is executive produced by Bernstein and Stephen Engel.;2013;TV-Y7;['comedy', 'family', 'scifi'];['US'];2.0;6.4;1996.0
891;Wild Congo;The Congo: more powerful and dangerous than any other river, yet a sanctuary and home for some of the most wonderful creatures on our Earth.;2014;Unknown;['documentation'];['DE'];1.0;Unknown;Unknown
899;The Doc Files;"""The Doc Files"" offers young viewers a glimpse into Doc's keen deductive skills as she shares an in-depth look at specific cases and diagnoses after the clinic doors close for the day. Each episode opens with Doc dictating a toy patient's chart and recalling how she solved the case from allergies to splinters to the importance of healthy eating and exercise.";2013;TV-G;['animation'];['US'];1.0;6.4;33.0
906;Marvel's Daredevil;Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.;2015;TV-MA;['action', 'crime', 'drama', 'thriller', 'fantasy', 'scifi'];['US'];3.0;8.6;419503.0
909;Marvel's Jessica Jones;After a tragic ending to her short-lived super hero stint, Jessica Jones is rebuilding her personal life and career as a detective who gets pulled into cases involving people with extraordinary abilities in New York City.;2015;TV-MA;['scifi', 'thriller', 'action', 'crime', 'drama'];['US'];3.0;7.9;209091.0
910;Marvel's Agent Carter;It's 1946, and peace has dealt Peggy Carter a serious blow as she finds herself marginalized when the men return home from fighting abroad. Working for the covert SSR (Strategic Scientific Reserve), Peggy must balance doing administrative work and going on secret missions for Howard Stark all while trying to navigate life as a single woman in America, in the wake of losing the love of her life - Steve Rogers.;2015;TV-PG;['drama', 'scifi', 'action'];['US'];2.0;7.9;81165.0
911;Miraculous: Tales of Ladybug & Cat Noir;Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!;2015;TV-Y7;['family', 'fantasy', 'romance', 'animation', 'action'];['FR'];4.0;7.7;10102.0
914;PJ Masks;Connor, Greg and Amaya are normal kids by day, but at night they activate their bracelets, which link into their pajamas and give them fantastic super powers, turning them into their alternate identities: The PJ Masks. The team consists of Catboy (Connor), Gekko (Greg) and Owelette (Amaya). Together, they go on adventures, solve mysteries, and learn valuable lessons.;2015;TV-G;['animation', 'family', 'fantasy', 'scifi', 'action', 'european'];['GB'];5.0;5.4;1214.0
916;Marvel's Luke Cage;Given superstrength and durability by a sabotaged experiment, a wrongly accused man escapes prison to become a superhero for hire.;2016;TV-MA;['scifi', 'crime', 'drama', 'thriller', 'action'];['US'];2.0;7.3;127538.0
930;LEGO Star Wars: The Freemaker Adventures;Set between The Empire Strikes Back and Return of the Jedi, The Freemaker Adventures centers on a family of three young siblings—young boy Rowan, his sister Kordi, and their brother Zander—known as the Freemakers, who salvage parts from destroyed or damaged ships which they use to build new ones, which they sell in order to make their living. They are accompanied by their salvaged battle droid Roger.;2016;TV-Y;['animation', 'family', 'scifi', 'drama', 'fantasy', 'action', 'comedy'];['US'];3.0;7.4;1134.0
