;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes;platform
1801;On Golden Pond;For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.;1981;PG;109;['drama'];['US'];7.6;31092.0;Amazon Prime
11525;Living With Lincoln;Filmmaker Peter Kunhardt examines how a one-of-a-kind collection of Abraham Lincoln photos and memorabilia have profoundly shaped the lives and sensibilities of five generations of his family.;2015;Unknown;60;['documentation'];['US'];7.6;332.0;HBO Max
12485;Mike Birbiglia: What I Should Have Said Was Nothing;"Mike says, ""A few years ago my therapist suggested I keep a journal of all the crazy things that were going on in my life, so that I could keep things in perspective. Around the same time audiences were demanding more material, and I realized that other people might enjoy these stories-so I started sending them out to my mailing list. Now, my Secret Public Journal has become a Comedy Central special and DVD for all the world to see. Not sure this is what my therapist had in mind.""";2008;Unknown;60;['comedy'];['US'];7.6;1794.0;Netflix
3128;Breaking the Maya Code;"The complex and beautiful hieroglyphic script of the ancient Maya was until recently one of the last great undeciphered writing systems. Based on the best-selling book by Michael Coe, called by the New York Times ""one of the great stories of 20th century scientific discovery"", Breaking the Maya Code traces the epic quest to unlock the secrets of the script across 200 years, nine countries and three continents.";2008;Unknown;116;['thriller', 'documentation'];['US'];7.6;293.0;Amazon Prime
2915;Mr. Warmth: The Don Rickles Project;The documentary consists of tape of Don's show (never been filmed before), interviews with Don's contemporaries, (Steve Lawrence, Bob Newhart, Debbie Reynolds, etc.), established comedians (Billy Crystal, Rosanna Barr, Robin Williams, Chris Rock, etc.) and young comedians (Jeff Atoll, Jimmy Kimmel, Sarah Silverman, etc.).;2007;Unknown;89;['comedy', 'documentation'];['US', 'CA'];7.6;1199.0;Amazon Prime
8200;Christian Finnegan: Show Your Work;Filmed in a tiny backyard at the height of the pandemic, Christian Finnegan brings his brand of 'social autopsy' to topics that range from the dumb (pharmaceutical names, baguettes) to the super dumb (QAnon).;2021;Unknown;60;['comedy'];['US'];7.6;7.0;Amazon Prime
11499;Jim: The James Foley Story;In August, 2014, a video of the public execution of American photojournalist James Foley rippled across the globe. Foley wore an orange jumpsuit as he knelt beside an ISIS militant dressed in black. That image challenged the world to deal with a new face of terror. And it tested one American family.  Seen through the lens of filmmaker Brian Oakes, Foley’s close childhood friend, Jim takes us from small-town New England to the adrenaline-fueled front lines of Libya and Syria, where Foley pushed the limits of danger to report on the plight of civilians impacted by war.;2016;Unknown;111;['documentation', 'war', 'drama', 'european'];['US'];7.6;1574.0;HBO Max
9718;Nanook of the North;This pioneering documentary film depicts the lives of the indigenous Inuit people of Canada's northern Quebec region. Although the production contains some fictional elements, it vividly shows how its resourceful subjects survive in such a harsh climate, revealing how they construct their igloo homes and find food by hunting and fishing. The film also captures the beautiful, if unforgiving, frozen landscape of the Great White North, far removed from conventional civilization.;1922;Unknown;79;['action', 'documentation'];['FR', 'US'];7.6;12014.0;HBO Max
12509;Sir! No Sir!;"Sir! No Sir! is a documentary film about the anti-war movement within the ranks of the United States Military during the Vietnam War. It consists in part of interviews with Vietnam veterans explaining the reasons they protested the war or even defected. The film tells the story of how, from the very start of the war, there was resentment within the ranks over the difference between the conflict in Vietnam and the ""good wars"" that their fathers had fought. Over time, it became apparent that so many were opposed to the war that they could speak of a movement.";2005;Unknown;85;['war', 'documentation'];['US'];7.6;783.0;Netflix
6639;Between Me and My Mind;Driven by a constant need to create, Phish frontman Trey Anastasio takes on new projects, including some of his most personal music to date as well as Phish's ambitious New Year's Eve show at Madison Square Garden.;2019;Unknown;100;['documentation'];['US'];7.6;226.0;Amazon Prime
6569;Never Surrender: A Galaxy Quest Documentary;A feature-length documentary about the film Galaxy Quest and its legacy, celebrating its milestone 20th anniversary.;2019;PG-13;87;['documentation'];['US'];7.6;1801.0;Amazon Prime
11391;50 Children: The Rescue Mission of Mr. and Mrs. Kraus;In the spring of 1939, Gilbert and Eleanor Kraus embarked on a risky and unlikely mission. Traveling into the heart of Nazi Germany, they rescued 50 Jewish children from Vienna and brought them to the United States.;2013;Unknown;62;['documentation'];['US'];7.6;375.0;HBO Max
11390;Habla Women;Take a uniquely Latina view of life in the United States in this no-holds-barred 10th installment in the 'Habla' series. From a newspaper CEO-publisher to an Olympic boxing medalist, and many others, this special charts the joys of challenges faced by U.S. Latinas of all ages and backgrounds.;2013;PG;56;['documentation'];['US'];7.6;34.0;HBO Max
8515;Snow White and the Seven Dwarfs;"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.";1937;G;83;['fantasy', 'family', 'romance', 'animation', 'thriller', 'drama'];['US'];7.6;195321.0;Disney+
4089;The Connecticut Kid;The Connecticut Kid is based on a true story about a young man who follows his childhood dream to become a cowboy.;2011;Unknown;87;[];['US'];7.6;27.0;Amazon Prime
8045;Ashley Jones Is Perfectly Normal;"Desperate to get her life back to normal after a surprisingly uncommon medical diagnosis, Ashley Jones is forced to examine what ""normalcy"" really means in a world of mistaken identities, very old, old friends, and poisoned meatballs.";2021;Unknown;82;['comedy', 'drama', 'romance'];['US'];7.6;90.0;Amazon Prime
14167;Kartini: Princess of Java;A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.;2017;Unknown;118;['drama', 'family', 'history', 'european'];['ID'];7.6;511.0;Netflix
12463;Katt Williams: The Pimp Chronicles Pt. 1;Comedian Katt Williams (aka Money Mike) showcases his laugh out loud comedic talents in his first ever HBO stand-up comedy DVD taped in front of a live audience. A native of Cincinnati, Ohio, Williams worked his way up the comedy club ladder before landing key television and film roles that displayed his flashy, sassy, streetwise style.;2006;Unknown;46;['comedy', 'documentation'];['US'];7.6;1819.0;Netflix
9932;Lady Snowblood;Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.;1973;Unknown;97;['thriller', 'drama', 'action'];['JP'];7.6;14070.0;HBO Max
12558;Inuyasha the Movie 3: Swords of an Honorable Ruler;Inuyasha and his brother, Sesshomaru, each inherited a sword from their father after his death. However, their father had a third sword, named Sounga, that he sealed away. Seven hundreds years after his death, Sounga awakens and threatens mankind's very existence. How will the children of the Great Dog Demon stop this unimaginable power?;2003;PG-13;99;['animation', 'fantasy', 'action', 'thriller'];['JP'];7.6;2226.0;Netflix
6452;Hit a Lick;A middle-aged ex-con hired to manage his nephew's fledgling music career is caught between working for and taking down the neighborhood's crime boss.;2017;Unknown;92;['music', 'crime', 'drama'];['US'];7.6;18.0;Amazon Prime
8090;Let Me Be Frank;A young rapper moves to Los Angeles in search of stardom and instead finds an unlikely friend in his dispirited apartment manager whose dreams led him to the same city twenty years prior.;2021;Unknown;82;['drama', 'comedy'];['US'];7.6;22.0;Amazon Prime
6754;"Dan Cummins: Get Outta Here; Devil!";In his third hour special, comic and podcaster Dan Cummins presents some of his most outrageous material to date. Dan mocks those who believe in the lizard illuminati, a flat earth, the notion that you can sell your soul to Satan, and more. Dan even makes fun of himself for once having sex with a banana peel in a grocery store bathroom - nothing's too weird or dark. Dan jokes about his kids, his ongoing hatred of strangers, and even offers to improve the world by killing a lot of people. Enjoy!;2020;Unknown;71;['comedy'];['US'];7.6;117.0;Amazon Prime
9716;Brute Force;Timeworn Joe Collins and his fellow inmates live under the heavy thumb of the sadistic, power-tripping guard Captain Munsey. Only Collins' dreams of escape keep him going, but how can he possibly bust out of Munsey's chains?;1947;Unknown;98;['thriller', 'crime', 'drama'];['US'];7.6;10209.0;HBO Max
21;The Pride of the Yankees;The story of the life and career of the baseball hall of famer, Lou Gehrig.;1942;Unknown;128;['drama', 'romance', 'sport'];['US'];7.6;10866.0;Amazon Prime
9737;Speedy;Speedy loses his job as a soda jerk, then spends the day with his girl at Coney Island. He then becomes a cab driver and delivers Babe Ruth to Yankee Stadium, where he stays to see the game. When the railroad tries to run the last horse-drawn trolley (operated by his girl's grandfather) out of business, Speedy organizes the neighborhood old-timers to thwart their scheme.;1928;Unknown;85;['comedy', 'action', 'family'];['US'];7.6;3713.0;HBO Max
